country_code,country_name,region,surface_area,independence_year,country_population,life_expectancy,local_name,head_of_state,capital,country_code_2,city_id,city_name,city_district,city_population,language,is_official_language,language_percentage
IND,India,South Asia,3287263.0,1947,1378494607,69.66,Bharat,President Name,3,IN,"","","","",Urdu,F,5.1
IND,India,South Asia,3287263.0,1947,1378494607,69.66,Bharat,President Name,3,IN,"","","","",Telugu,F,7.8
IND,India,South Asia,3287263.0,1947,1378494607,69.66,Bharat,President Name,3,IN,"","","","",Tamil,F,6.3
IND,India,South Asia,3287263.0,1947,1378494607,69.66,Bharat,President Name,3,IN,"","","","",Punjabi,F,2.8
IND,India,South Asia,3287263.0,1947,1378494607,69.66,Bharat,President Name,3,IN,"","","","",Orija,F,3.3
IND,India,South Asia,3287263.0,1947,1378494607,69.66,Bharat,President Name,3,IN,"","","","",Marathi,F,7.4
IND,India,South Asia,3287263.0,1947,1378494607,69.66,Bharat,President Name,3,IN,"","","","",Malajalam,F,3.6
IND,India,South Asia,3287263.0,1947,1378494607,69.66,Bharat,President Name,3,IN,"","","","",Kannada,F,3.9
IND,India,South Asia,3287263.0,1947,1378494607,69.66,Bharat,President Name,3,IN,"","","","",Hindi,T,39.9
IND,India,South Asia,3287263.0,1947,1378494607,69.66,Bharat,President Name,3,IN,"","","","",Gujarati,F,4.8
IND,India,South Asia,3287263.0,1947,1378494607,69.66,Bharat,President Name,3,IN,"","","","",Bengali,F,8.2
IND,India,South Asia,3287263.0,1947,1378494607,69.66,Bharat,President Name,3,IN,"","","","",Asami,F,1.5
